theme_code,theme_label,band,REAL_content,REAL_band_confidence,RSHE_content,RSHE_band_confidence,CfW_content,CfW_band_confidence,CASEL_content,CASEL_band_confidence,CS_content,CS_band_confidence,gap_count,notes
T15,Personal Identity & Self-Concept,A,—,—,—,—,—,—,"I can describe myself, my interests, family, and looks / Show positive self-identity (PK/K-1)",high,"A student can draw a picture of themselves and describe what they have drawn / Can say five things that they like about themselves (Y2)",medium,2,REAL gap confirmed — no REAL content in T15 at any band
T15,Personal Identity & Self-Concept,B,—,—,—,—,—,—,"†Identifying Personal Strengths and Interests (G2-3)",high,"Can say three things that are important to them / †Articulating Personal Values and Preferences (Y2)",medium,2,
T15,Personal Identity & Self-Concept,C,—,—,—,—,—,—,"†Recognizing Emotions and Strengths (G4-5)",high,"†Articulating Strengths and Qualities / †Identifying Personal Values (Y6)",medium,2,
T15,Personal Identity & Self-Concept,D,—,—,"I can evaluate how my values, attitudes and identity are shaped by the groups and social influences with which I interact. (PS4)",medium,"†Recognizing Emotions and Triggers (G6-8)",high,"†Articulating Personal Values and Character Development (Y9)",medium,1,
T15,Personal Identity & Self-Concept,E,—,—,"I can evaluate how my values, attitudes and identity are shaped by the groups and social influences with which I interact. (PS5)",medium,"†Evaluating Personal Development Trajectories (G9-10)",high,"†Sustained Identity Reflection (Y9)",medium,1,
T15,Personal Identity & Self-Concept,F,—,—,—,—,"†Sustaining Growth-Oriented Self-Perception (G11-12)",high,"I can write or speak about the principles or values that will guide my decisions. (Y12)",medium,2,
T16,Family Diversity & Relationship Structures,A,—,—,"Many forms of families provide a nurturing environment for children, including single parent families, same-sex parents, families headed by grandparents, young carers, kinship carers, adoptive parents and foster parents. (EoP)",medium,—,—,—,—,—,—,4,REAL gap — RSHE statutory requirement not covered in REAL framework
T16,Family Diversity & Relationship Structures,B,—,—,"The characteristics of different types of relationships including family, friendships, romantic and sexual relationships (EoP)",medium,—,—,—,—,—,—,4,
T16,Family Diversity & Relationship Structures,C,—,—,"Understanding that healthy relationships are built on trust, respect and equality (EoP)",medium,"†Understanding Relationship Types and Dynamics (PS3)",medium,—,—,—,—,3,
T16,Family Diversity & Relationship Structures,D,—,—,"Understanding that relationships can change and how to manage those changes (EoS)",medium,"†Awareness of Relationship Complexity (PS4)",medium,—,—,—,—,3,
T16,Family Diversity & Relationship Structures,E,—,—,"Understanding the features of healthy romantic and sexual relationships, including the role of mutual respect, trust and consent (EoS)",medium,—,—,—,—,—,—,4,
T16,Family Diversity & Relationship Structures,F,—,—,—,—,—,—,—,—,—,—,5,No framework has family/relationship structures content at Band F
T17,Online Safety & Digital Wellbeing,A,—,—,"recognise and report risks and abuse, including online (EoP)",medium,—,—,—,—,—,—,4,REAL gap — RSHE has significant digital safety coverage from Band A
T17,Online Safety & Digital Wellbeing,B,—,—,"That online interactions are not always as they seem and that people can misrepresent their identity online (EoP)",medium,—,—,—,—,—,—,4,
T17,Online Safety & Digital Wellbeing,C,"I can apply consent skills in non-sexual and online contexts and state my boundaries clearly to peers. (LT 4.1 — online consent only)",high,"That people should be respectful in online interactions, and that the same principles apply to online relationships as to face-to-face relationships (EoP)",medium,—,—,—,—,—,—,2,REAL addresses online consent only at Band C; RSHE covers broader digital safety A-C
T17,Online Safety & Digital Wellbeing,D,—,—,"Understanding risks of sharing personal information online and how to manage digital footprints (EoS)",medium,—,—,—,—,—,—,4,
T17,Online Safety & Digital Wellbeing,E,"I can design the conditions for sustained attention in my own work — including managing digital distractions. (LT 2.1 — partial) [draft]",high,"Understanding the influence of social media on mental health and wellbeing (EoS)",medium,—,—,—,—,—,—,2,REAL addresses digital attention management only; RSHE covers social media and mental health
T17,Online Safety & Digital Wellbeing,F,—,—,—,—,—,—,—,—,—,—,5,No framework has online safety content extending to Band F
T18,Bullying Stereotyping & Anti-Discrimination,A,—,—,"recognise emotional, physical and sexual abuse (EoP)",medium,—,—,—,—,—,—,4,REAL gap — RSHE has bullying/discrimination content throughout primary and secondary
T18,Bullying Stereotyping & Anti-Discrimination,B,—,—,"Understanding what constitutes bullying, prejudice-based bullying and stereotypes (EoP)",medium,—,—,—,—,—,—,4,
T18,Bullying Stereotyping & Anti-Discrimination,C,—,—,"Understanding what constitutes bullying including online bullying / Knowing strategies for responding to and reporting bullying (EoP)",medium,—,—,—,—,"†Distinguishing Harmful and Supportive Behaviors (Y6)",medium,3,
T18,Bullying Stereotyping & Anti-Discrimination,D,—,—,"Understanding that some forms of prejudice-based bullying are also criminal (EoS)",medium,—,—,"†Recognizing Harmful Social Dynamics (G6-8)",high,"†Creating Anti-Discrimination Materials (Y9)",medium,2,
T18,Bullying Stereotyping & Anti-Discrimination,E,—,—,"Understanding the harms of discrimination, including illegal discrimination (EoS)",medium,—,—,"†Understanding Cultural Value and Injustice (G9-10)",high,"†Identifying Dehumanization and Its Effects (Y9)",medium,2,
T18,Bullying Stereotyping & Anti-Discrimination,F,—,—,—,—,—,—,"†Inclusive Community Building and Contribution (G11-12)",high,"I can identify instances of dehumanization, analyze their contributing factors, and explain their consequences. (Y12)",medium,3,
T19,Physical Activity & Movement,A,—,—,—,—,"I have the confidence and motivation to move in different ways / I am beginning to develop control of gross motor movements and fine motor movements (PS1)",medium,—,—,—,—,4,Unique to Welsh CfW — not addressed in REAL RSHE CASEL or CS
T19,Physical Activity & Movement,B,—,—,—,—,"I can use and improve basic movement skills in familiar and unfamiliar situations. (PS2)",medium,—,—,—,—,4,
T19,Physical Activity & Movement,C,—,—,—,—,"I can demonstrate a broad range of movement skills in a variety of activities (PS3)",medium,—,—,—,—,4,
T19,Physical Activity & Movement,D,—,—,—,—,"I can use my movement skills to achieve objectives and improve performance (PS4)",medium,—,—,—,—,4,
T19,Physical Activity & Movement,E,—,—,—,—,"I can demonstrate advanced movement skills in complex situations and evaluate performance (PS5)",medium,—,—,—,—,4,
T19,Physical Activity & Movement,F,—,—,—,—,"†Movement Skills Application and Transfer / †Physical Activity Engagement and Motivation (PS5)",medium,—,—,—,—,4,
T20,Nutrition & Food Literacy,A,—,—,—,—,"I am beginning to make connections between my diet and my physical health and well-being. (PS1)",medium,—,—,—,—,4,Unique to Welsh CfW at lower bands; RSHE picks up at D
T20,Nutrition & Food Literacy,B,—,—,—,—,"I have developed an understanding that I need a balanced diet and that I should eat a variety of foods to stay healthy (PS2)",medium,—,—,—,—,4,
T20,Nutrition & Food Literacy,C,—,—,—,—,"I can make informed choices about the food I eat and prepare to support my physical health and well-being (PS3)",medium,—,—,—,—,4,
T20,Nutrition & Food Literacy,D,—,—,"Knowledge of healthy eating, including understanding food groups, portion sizes and nutrition labels (EoS)",medium,"†Planning and Preparing Nutritious Meals (PS4)",medium,—,—,—,—,3,
T20,Nutrition & Food Literacy,E,—,—,"Understanding the impact of diet on long-term health (EoS)",medium,"†Planning and Preparing Nutritious Meals (PS5)",medium,—,—,—,—,3,
T20,Nutrition & Food Literacy,F,—,—,—,—,—,—,—,—,—,—,5,
T21,Risk Assessment & Safety,A,—,—,"recognise and report risks and abuse, including online (EoP)",medium,"I am beginning to know how to respond and get help when behaviours, conditions and situations affect my physical health and well-being (PS1)",medium,—,—,—,—,3,
T21,Risk Assessment & Safety,B,—,—,"Recognising abuse and unsafe situations, and knowing how to seek help (EoP)",medium,"†Risk Identification and Assessment (PS2)",medium,—,—,—,—,3,
T21,Risk Assessment & Safety,C,—,—,"†Maintaining Personal Safety (EoP)",medium,"†Risk Management and Mitigation (PS3)",medium,—,—,"†Recognizing Unsafe Situations (Y6)",medium,2,
T21,Risk Assessment & Safety,D,"I can recognise power or peer-pressure risks, state my refusal and exit plan (LT 4.1 — partial) [teacher review flag]",high,"†Seeking Help and Reporting Concerns (EoS)",medium,"†Risk Management and Mitigation (PS4)",medium,—,—,"I can evaluate potential risks against expected outcomes when making decisions. (Y9)",medium,1,
T21,Risk Assessment & Safety,E,—,—,"Understanding drugs, alcohol and other substances and associated risks (EoS)",medium,"†Responding to Health Risks (PS5)",medium,—,—,—,—,3,
T21,Risk Assessment & Safety,F,—,—,—,—,—,—,—,—,—,—,5,
T22,Growth Mindset & Self-Efficacy,A,—,—,—,—,—,—,"Seek new challenges with familiar materials and activities / Demonstrate confidence in meeting their own needs (PK/K-1)",high,"†Embracing New Experiences (Y2)",medium,2,REAL gap confirmed — no REAL growth mindset content at any band
T22,Growth Mindset & Self-Efficacy,B,—,—,—,—,—,—,"†Understanding Growth Mindset (G2-3)",high,"†Setting Personal Goals (Y2)",medium,2,
T22,Growth Mindset & Self-Efficacy,C,—,—,—,—,—,—,"†Enacting Growth Mindset (G4-5)",high,"†Sustained Growth Mindset (Y6)",medium,2,
T22,Growth Mindset & Self-Efficacy,D,—,—,—,—,—,—,"I can transform challenging situations into positive learning experiences for personal growth (G6-8)",high,"†Understanding Personal Growth (Y9)",medium,2,
T22,Growth Mindset & Self-Efficacy,E,—,—,—,—,—,—,"†Reframing Challenges as Opportunities (G9-10)",high,"†Evaluating Personal Development Trajectories (Y9)",medium,2,
T22,Growth Mindset & Self-Efficacy,F,—,—,—,—,—,—,"†Sustaining Growth-Oriented Self-Perception (G11-12)",high,"†Reflecting on Personal Achievements (Y12)",medium,2,
T23,Social Justice Rights & Advocacy,A,—,—,—,—,—,—,—,—,"†Connecting Rights with Responsibilities (Y2)",medium,4,
T23,Social Justice Rights & Advocacy,B,—,—,—,—,—,—,—,—,"†Connecting Rights with Responsibilities (Y2)",medium,4,
T23,Social Justice Rights & Advocacy,C,—,—,—,—,"†Understanding and Advocating for Rights (PS3)",medium,—,—,"†Applying Inclusion and Equity Principles (Y6)",medium,3,
T23,Social Justice Rights & Advocacy,D,—,—,"Understanding the legal framework for consent and protection from abuse (EoS)",medium,"†Promoting Positive Values (PS4)",medium,"†Recognizing Harmful Social Dynamics (G6-8)",high,"†Analyzing Democratic Participation Factors (Y9)",medium,1,
T23,Social Justice Rights & Advocacy,E,"I can lead a sustained initiative that addresses a real community need… and articulate both the impact and the limits of what community action can achieve. (LT 5.2) [draft]",high,"Understanding the importance of equality legislation and how to challenge discrimination (EoS)",medium,"I can interact pro-socially in different groups and situations, and actively advocate for other individuals and groups. (PS5)",medium,"†Inclusive Community Building and Contribution (G9-10)",high,"I can identify and propose ways to practice shared humanity across individual, community, and social levels. (Y9)",medium,0,
T23,Social Justice Rights & Advocacy,F,"I can recognise when structural or systemic factors are shaping someone's experience and adjust my empathic response accordingly, including advocating for a systemic change when individual repair is insufficient. (LT 1.2) [draft]",high,—,—,—,—,"†Inclusive Community Building and Contribution (G11-12)",high,"I can develop a social justice action plan addressing a specific equity issue. (Y12)",medium,1,
